category;text;request_json;response_json
spreadsheet-assistance;Как посчитать количество уникальных значений в столбце?;;"{""text_content"":""Подсчет уникальных значений помогает понять, сколько разных клиентов, товаров, городов или категорий присутствует в данных. В Р7-Офис это можно сделать с помощью формул и/или сводной таблицы.\n\nВариант 1: через формулу (массивный подход):\nЕсли поддерживаются массивные формулы, можно использовать связку СЧЁТЕСЛИ и 1/СЧЁТЕСЛИ. Пример для диапазона A2:A100:\n\n=СУММ(1/СЧЁТЕСЛИ(A2:A100; A2:A100))\n\nТакую формулу при необходимости вводят как формулу массива. Результат — количество различных значений.\n\nВариант 2: через вспомогательный столбец:\n1. В соседнем столбце (B2) определите, первая ли это встреча значения:\n =ЕСЛИ(СЧЁТЕСЛИ($A$2:A2; A2)=1; 1; 0)\n2. Протяните формулу вниз до B100.\n3. Просуммируйте столбец B: =СУММ(B2:B100).\nРезультат покажет число уникальных значений в A2:A100.\n\nВариант 3: через сводную таблицу:\n1. Постройте сводную таблицу с полем (например, \""Клиент\"") в область \""Строки\"".\n2. Количество уникальных имен клиентов будет равно числу строк в сводной.\n\nСоветы:\n- Перед подсчетом уникальных значений очистите данные от лишних пробелов и разных написаний (\""ООО Пример\"" и \""ООО  Пример\"").\n- Для текстовых полей полезно применять функцию СЖПРОБЕЛЫ и приведение регистра к единому виду.""}"
spreadsheet-assistance;Как организовать совместную работу и защиту данных в таблицах Р7-Офис?;;"{""text_content"":""Совместная работа в таблицах Р7-Офис позволяет нескольким пользователям одновременно редактировать документ, а защита листов и диапазонов помогает избежать случайных изменений важной информации.\n\nСовместное редактирование:\n- Разместите файл в общем хранилище Р7-Офис или корпоративном облаке.\n- Настройте права доступа: \""только просмотр\"", \""комментирование\"" или \""редактирование\"" для отдельных пользователей или групп.\n- При одновременной работе изменения других пользователей будут видны в режиме реального времени или после обновления.\n\nЗащита листа:\n1. Откройте нужный лист.\n2. Включите защиту листа (обычно меню \""Рецензирование\"" или \""Данные\"" → \""Защитить лист\"").\n3. Установите пароль (по необходимости) и выберите, что разрешено делать: выделять ячейки, сортировать, фильтровать и т.п.\n4. Подтвердите — структура листа и формулы будут защищены.\n\nЗащита диапазона:\n- Выделите диапазон, который должен быть доступен для редактирования (например, только ввод данных).\n- Настройте для него отдельные права (разрешить изменение определенным пользователям) даже при включенной защите листа.\n\nЛучшие практики:\n- Разделяйте \""служебные\"" листы с формулами и справочниками и \""рабочие\"" листы для ввода данных.\n- Включайте защиту перед передачей файла другим отделам, чтобы сохранить корректность формул.\n- Используйте комментарии для обсуждения спорных значений и правок вместо изменения исходных данных.""}"
spreadsheet-formatting;Примени чередующиеся цвета строк для улучшения читаемости;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Отчет"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Дата"",""Описание"",""Сумма""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""range"":""A2:C2"",""style"":""row_style""},{""range"":""A3:C3"",""style"":""row_style""},{""range"":""A4:C4"",""style"":""row_style""}]}}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Отчет"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""even_row_style"",""background_color"":""#F2F2F2"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11},{""id"":""odd_row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Дата"",""Описание"",""Сумма""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""range"":""A2:C2"",""style"":""even_row_style""},{""range"":""A3:C3"",""style"":""odd_row_style""},{""range"":""A4:C4"",""style"":""even_row_style""}],""columns"":[{""index"":0,""format"":""dd.mm.yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""#,##0""}]}}"
spreadsheet-formatting;Сделай заголовки жирным шрифтом и переведи столбцы Количество и Цена в числовой формат;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""normal"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Продукт"",""Количество"",""Цена""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""range"":""A2:C2"",""style"":""row_style""},{""range"":""A3:C3"",""style"":""row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Продукт"",""Количество"",""Цена""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""range"":""A2:C2"",""style"":""row_style""},{""range"":""A3:C3"",""style"":""row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""#,##0""},{""index"":2,""format"":""# ##0.00""}]}"
spreadsheet-formatting;"Выдели отрицательные значения в столбце ""Сумма"" красным цветом";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Финансы"",""range"":""A1:C5""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""even_row_style"",""background_color"":""#F2F2F2"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11},{""id"":""odd_row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Дата"",""Описание"",""Сумма""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[""01.01.2024"",""Продажа"",15000],""range"":""A2:C2"",""style"":""even_row_style""},{""values"":[""02.01.2024"",""Покупка"",-8000],""range"":""A3:C3"",""style"":""odd_row_style""},{""values"":[""03.01.2024"",""Оплата"",-3000],""range"":""A4:C4"",""style"":""even_row_style""},{""values"":[""04.01.2024"",""Возврат"",2500],""range"":""A5:C5"",""style"":""odd_row_style""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Финансы"",""range"":""A1:C5""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""even_row_style"",""background_color"":""#F2F2F2"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11},{""id"":""odd_row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11},{""id"":""negative_value_style"",""font_color"":""#FF0000"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Дата"",""Описание"",""Сумма""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[""01.01.2024"",""Продажа"",15000],""range"":""A2:C2"",""style"":""even_row_style""},{""values"":[""02.01.2024"",""Покупка"",-8000],""range"":""A3:C3"",""style"":""negative_value_style""},{""values"":[""03.01.2024"",""Оплата"",-3000],""range"":""A4:C4"",""style"":""negative_value_style""},{""values"":[""04.01.2024"",""Возврат"",2500],""range"":""A5:C5"",""style"":""odd_row_style""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}"
spreadsheet-formatting;Переведи столбцы Количество и Цена в числовой формат;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""normal"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Продукт"",""Количество"",""Цена""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[""Товар А"",""10"",""1500""],""range"":""A2:C2"",""style"":""row_style""},{""values"":[""Товар B"",""25"",""799.99""],""range"":""A3:C3"",""style"":""row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""normal"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Продукт"",""Количество"",""Цена""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[""Товар А"",10,1500],""range"":""A2:C2"",""style"":""row_style""},{""values"":[""Товар B"",25,799.99],""range"":""A3:C3"",""style"":""row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""#,##0""},{""index"":2,""format"":""# ##0.00""}]}"
spreadsheet-generation;Создай таблицу с данными о сотрудниках: Имя, Фамилия, Должность, Дата рождения, Зарплата. Сгенерируй 5 строк.;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Сотрудники"",""range"":""A1:E6""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Имя"",""Фамилия"",""Должность"",""Дата рождения"",""Зарплата""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Иван"",""Петров"",""Менеджер"",""15.03.1985"",65000],""range"":""A2:E2""},{""values"":[""Мария"",""Сидорова"",""Аналитик"",""22.07.1990"",58000],""range"":""A3:E3""},{""values"":[""Алексей"",""Иванов"",""Разработчик"",""10.11.1988"",72000],""range"":""A4:E4""},{""values"":[""Елена"",""Козлова"",""Дизайнер"",""05.04.1992"",55000],""range"":""A5:E5""},{""values"":[""Дмитрий"",""Морозов"",""Тестировщик"",""18.09.1987"",52000],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""dd/mm/yyyy""},{""index"":4,""format"":""# ##0.00""}]}"
spreadsheet-generation;Сгенерируй таблицу продаж для 5 товаров с полями 'Наименование','Цена','Количество','Выручка';;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи товаров"",""range"":""A1:D6""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Наименование"",""Цена"",""Количество"",""Выручка""],""range"":""A1:D1"",""style"":""header_style""},""rows"":[{""values"":[""Футболка"",1200,45,""=B2*C2""],""range"":""A2:D2""},{""values"":[""Джинсы"",2500,18,""=B3*C3""],""range"":""A3:D3""},{""values"":[""Ботинки"",4990,27,""=B4*C4""],""range"":""A4:D4""},{""values"":[""Сумка"",3250,8,""=B5*C5""],""range"":""A5:D5""},{""values"":[""Зонт"",1400,15,""=B6*C6""],""range"":""A6:D6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""# ##0.00""},{""index"":2,""format"":""0""},{""index"":3,""format"":""# ##0.00""}]}"
spreadsheet-generation;Создай таблицу финансовых операций с колонками: Дата, Тип операции, Категория, Описание, Сумма;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Финансовые операции"",""range"":""A1:E11""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Дата"",""Тип операции"",""Категория"",""Описание"",""Сумма""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""01.01.2024"",""Доход"",""Продажи"",""Оплата от клиента ABC"",150000],""range"":""A2:E2""},{""values"":[""02.01.2024"",""Расход"",""Зарплата"",""Выплата зарплаты сотрудникам"",-320000],""range"":""A3:E3""},{""values"":[""03.01.2024"",""Расход"",""Аренда"",""Оплата аренды офиса"",-45000],""range"":""A4:E4""},{""values"":[""05.01.2024"",""Доход"",""Продажи"",""Оплата от клиента XYZ"",85000],""range"":""A5:E5""},{""values"":[""07.01.2024"",""Расход"",""Материалы"",""Закупка комплектующих"",-28000],""range"":""A6:E6""},{""values"":[""10.01.2024"",""Доход"",""Услуги"",""Оплата за консультации"",42000],""range"":""A7:E7""},{""values"":[""12.01.2024"",""Расход"",""Маркетинг"",""Рекламная кампания"",-18000],""range"":""A8:E8""},{""values"":[""15.01.2024"",""Расход"",""Налоги"",""Оплата НДС"",-35000],""range"":""A9:E9""},{""values"":[""18.01.2024"",""Доход"",""Продажи"",""Оплата от клиента DEF"",67000],""range"":""A10:E10""},{""values"":[""20.01.2024"",""Расход"",""Оборудование"",""Покупка нового принтера"",-22000],""range"":""A11:E11""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""# ##0.00""}]}"
spreadsheet-generation;Сгенерируй таблицу для 5 случайных бросков пары игральных кубиков с полями 'Первый кубик','Второй кубик','Сумма';;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Броски кубиков"",""range"":""A1:C6""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Первый кубик"",""Второй кубик"",""Сумма""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[3,6,""=A2+B2""],""range"":""A2:C2""},{""values"":[2,4,""=A3+B3""],""range"":""A3:C3""},{""values"":[3,1,""=A4+B4""],""range"":""A4:C4""},{""values"":[5,3,""=A5+B5""],""range"":""A5:C5""},{""values"":[6,4,""=A6+B6""],""range"":""A6:C6""}]},""columns"":[{""index"":0,""format"":""0""},{""index"":1,""format"":""0""},{""index"":2,""format"":""0""}]}"
spreadsheet-generation;Синтезируй таблицу изменения цены акции во времени, с полями 'Время', 'Цена открытия', 'Максимальная цена', 'Минимальная цена', 'Цена закрытия'. Временной  интервал 10:00-12:00 c шагом 15 минут. Диапазон цены от 97,4 до 102,8;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Цены акций"",""range"":""A1:E10""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Время"",""Цена открытия"",""Максимальная цена"",""Минимальная цена"",""Цена закрытия""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""10:00"",100.28,100.32,99.87,99.97],""range"":""A2:E2""},{""values"":[""10:15"",100.44,101.46,99.1,99.31],""range"":""A3:E3""},{""values"":[""10:30"",99.15,99.19,98.82,99.01],""range"":""A4:E4""},{""values"":[""10:45"",98.06,98.36,97.4,97.92],""range"":""A5:E5""},{""values"":[""11:00"",97.4,98.28,97.4,97.41],""range"":""A6:E6""},{""values"":[""11:15"",98.02,99.07,97.51,97.75],""range"":""A7:E7""},{""values"":[""11:30"",98.66,99.16,98.52,98.58],""range"":""A8:E8""},{""values"":[""11:45"",99.27,100.18,98.06,99.61],""range"":""A9:E9""},{""values"":[""12:00"",99.68,101.14,99.11,100.23],""range"":""A10:E10""}]},""columns"":[{""index"":0,""format"":""hh:mm""},{""index"":1,""format"":""# ##0.00""},{""index"":2,""format"":""# ##0.00""},{""index"":3,""format"":""# ##0.00""},{""index"":4,""format"":""# ##0.00""}]}"
spreadsheet-generation;Синтезируй таблицу инвентаризации товаров с полями 'Наименование товара', 'Количество', 'Цена за единицу', 'Категория', 'Общая стоимость'. Включи 5 товаров различных категорий электроники;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Инвентаризация"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Наименование товара"",""Количество"",""Цена за единицу"",""Категория"",""Общая стоимость""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Процессор Intel Core i7"",15,18500,""Электроника"",""=B2*C2""],""range"":""A2:E2""},{""values"":[""Оперативная память 16GB"",42,4200,""Электроника"",""=B3*C3""],""range"":""A3:E3""},{""values"":[""SSD Samsung 1TB"",28,7800,""Электроника"",""=B4*C4""],""range"":""A4:E4""},{""values"":[""Монитор LG 27 дюймов"",12,15000,""Оборудование"",""=B5*C5""],""range"":""A5:E5""},{""values"":[""Клавиатура механическая"",35,6500,""Периферия"",""=B6*C6""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""0""},{""index"":2,""format"":""# ##0.00""},{""index"":3,""format"":""General""},{""index"":4,""format"":""# ##0.00""}]}"
spreadsheet-generation;Синтезируй кулинарный справочник с полями 'Название блюда', 'Кухня', 'Время приготовления мин', 'Количество порций', 'Сложность'. Добавь 5 рецептов разных кухонь мира;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Рецепты"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Название блюда"",""Кухня"",""Время приготовления мин"",""Количество порций"",""Сложность""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Борщ"",""Украинская"",60,4,""Среднее""],""range"":""A2:E2""},{""values"":[""Паста Карбонара"",""Итальянская"",20,2,""Легкое""],""range"":""A3:E3""},{""values"":[""Бефстроганов"",""Русская"",45,4,""Среднее""],""range"":""A4:E4""},{""values"":[""Роллы с лососем"",""Японская"",30,2,""Сложное""],""range"":""A5:E5""},{""values"":[""Омлет с грибами"",""Европейская"",15,1,""Легкое""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""0""},{""index"":3,""format"":""0""},{""index"":4,""format"":""General""}]}"
spreadsheet-generation;Синтезируй таблицу метеорологических данных с полями 'Дата', 'Минимальная температура', 'Максимальная температура', 'Влажность %', 'Давление мб'. Сгенерируй данные за 7 дней начиная с 01.01.2024;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Погода"",""range"":""A1:E9""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Дата"",""Минимальная температура"",""Максимальная температура"",""Влажность %"",""Давление мбар""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""01.01.2024"",1.4,9.6,57,1015],""range"":""A2:E2""},{""values"":[""02.01.2024"",-2.8,10.4,83,1025],""range"":""A3:E3""},{""values"":[""03.01.2024"",-4.1,6.9,41,1010],""range"":""A4:E4""},{""values"":[""04.01.2024"",-2.8,8.7,41,1025],""range"":""A5:E5""},{""values"":[""05.01.2024"",-3.0,9.5,74,1021],""range"":""A6:E6""},{""values"":[""06.01.2024"",-2.8,9.3,91,1008],""range"":""A7:E7""},{""values"":[""07.01.2024"",2.6,11.7,67,1018],""range"":""A8:E8""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""0.0""},{""index"":2,""format"":""0.0""},{""index"":3,""format"":""0""},{""index"":4,""format"":""0""}]}"
spreadsheet-generation;Создай расписание занятий с полями 'Время', 'Предмет', 'Аудитория', 'Преподаватель', 'Группа'. Добавь 5 пар занятий в разное время;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Расписание"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Время"",""Предмет"",""Аудитория"",""Преподаватель"",""Группа""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""09:00-10:30"",""Математика"",""Кабинет 101"",""Иванов А.И."",""Группа А""],""range"":""A2:E2""},{""values"":[""10:45-12:15"",""Литература"",""Кабинет 102"",""Петрова М.В."",""Группа А""],""range"":""A3:E3""},{""values"":[""13:00-14:30"",""История"",""Кабинет 103"",""Сидоров И.Н."",""Группа А""],""range"":""A4:E4""},{""values"":[""14:45-16:15"",""Физика"",""Кабинет 104"",""Смирнов В.А."",""Группа Б""],""range"":""A5:E5""},{""values"":[""16:30-18:00"",""Английский"",""Кабинет 105"",""Морозова Е.Л."",""Группа Б""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""General""}]}"
spreadsheet-generation;Генерируй таблицу статистики веб-сайта с полями 'Дата', 'Всего посещений', 'Уникальные посетители', 'Страниц на посещение'. Создай 7 дней данных с реалистичными показателями трафика;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Статистика посещений"",""range"":""A1:D9""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Дата"",""Всего посещений"",""Уникальные посетители"",""Страниц на посещение""],""range"":""A1:D1"",""style"":""header_style""},""rows"":[{""values"":[""01.11.2024"",169,136,4.59],""range"":""A2:D2""},{""values"":[""02.11.2024"",223,222,3.89],""range"":""A3:D3""},{""values"":[""03.11.2024"",199,158,4.3],""range"":""A4:D4""},{""values"":[""04.11.2024"",159,132,3.8],""range"":""A5:D5""},{""values"":[""05.11.2024"",340,259,5.06],""range"":""A6:D6""},{""values"":[""06.11.2024"",430,322,3.68],""range"":""A7:D7""},{""values"":[""07.11.2024"",179,113,4.96],""range"":""A8:D8""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""0""},{""index"":2,""format"":""0""},{""index"":3,""format"":""0.00""}]}"
spreadsheet-generation;Сгенерируй таблицу оценок студентов с полями 'ФИО студента', 'Предмет 1', 'Предмет 2', 'Предмет 3', 'Средняя оценка'. Добавь 5 студентов с реалистичными оценками от 70 до 100;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Оценки студентов"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""ФИО студента"",""Предмет 1"",""Предмет 2"",""Предмет 3"",""Средняя оценка""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Александр Петров"",85,90,78,""=СРЗНАЧ(B2:D2)""],""range"":""A2:E2""},{""values"":[""Виктория Соколова"",92,88,95,""=СРЗНАЧ(B3:D3)""],""range"":""A3:E3""},{""values"":[""Дмитрий Волков"",76,82,79,""=СРЗНАЧ(B4:D4)""],""range"":""A4:E4""},{""values"":[""Елена Морозова"",88,91,87,""=СРЗНАЧ(B5:D5)""],""range"":""A5:E5""},{""values"":[""Федор Иванов"",95,93,92,""=СРЗНАЧ(B6:D6)""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""0""},{""index"":2,""format"":""0""},{""index"":3,""format"":""0""},{""index"":4,""format"":""0.00""}]}"
spreadsheet-generation;Создай каталог библиотеки с полями 'Название', 'Автор', 'Жанр', 'Год издания', 'Доступна'. Добавь 5 классических произведений русской литературы;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Библиотека"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Название"",""Автор"",""Жанр"",""Год издания"",""Доступна""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Война и мир"",""Лев Толстой"",""Роман"",1869,""Да""],""range"":""A2:E2""},{""values"":[""Преступление и наказание"",""Федор Достоевский"",""Роман"",1866,""Да""],""range"":""A3:E3""},{""values"":[""Мастер и Маргарита"",""Михаил Булгаков"",""Роман"",1967,""Нет""],""range"":""A4:E4""},{""values"":[""Анна Каренина"",""Лев Толстой"",""Роман"",1877,""Да""],""range"":""A5:E5""},{""values"":[""Евгений Онегин"",""Александр Пушкин"",""Поэма"",1833,""Да""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""0""},{""index"":4,""format"":""General""}]}"
spreadsheet-generation;Создай каталог автомобилей с полями 'Модель', 'Год выпуска', 'Тип топлива', 'Коробка передач', 'Цена, руб'. Добавь 5 популярных моделей на российском рынке;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Автомобили"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Модель"",""Год выпуска"",""Тип топлива"",""Коробка передач"",""Цена, руб""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Toyota Camry"",2023,""Гибрид"",""Автомат"",2450000],""range"":""A2:E2""},{""values"":[""BMW X5"",2023,""Бензин"",""Автомат"",6800000],""range"":""A3:E3""},{""values"":[""Volkswagen Polo"",2022,""Бензин"",""Механика"",1400000],""range"":""A4:E4""},{""values"":[""Mercedes-Benz E-Class"",2023,""Дизель"",""Автомат"",7200000],""range"":""A5:E5""},{""values"":[""Lada Vesta"",2023,""Бензин"",""Механика"",650000],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""0""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""#,##0""}]}"
spreadsheet-generation;Синтезируй таблицу продаж по регионам с полями 'Регион', 'Месяц', 'Объем продаж', 'Целевой показатель', '% выполнения'. Включи 5 крупных городов России с реалистичными показателями;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи регионы"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Регион"",""Месяц"",""Объем продаж"",""Целевой показатель"",""% выполнения""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Москва"",""Январь"",450000,520000,""=B2/C2""],""range"":""A2:E2""},{""values"":[""Санкт-Петербург"",""Январь"",280000,310000,""=B3/C3""],""range"":""A3:E3""},{""values"":[""Казань"",""Январь"",180000,195000,""=B4/C4""],""range"":""A4:E4""},{""values"":[""Екатеринбург"",""Январь"",220000,245000,""=B5/C5""],""range"":""A5:E5""},{""values"":[""Новосибирск"",""Январь"",150000,165000,""=B6/C6""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""#,##0""},{""index"":3,""format"":""#,##0""},{""index"":4,""format"":""0%""}]}"
